question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,start_date,end_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,created_at,notes,url,stage,party,answer,candidate_name,pct
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Yang,Andrew Yang,3.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Gabbard,Tulsi Gabbard,2.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Klobuchar,Amy Klobuchar,2.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Castro,Julián Castro,1.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Booker,Cory A. Booker,1.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Steyer,Tom Steyer,1.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Bennet,Michael F. Bennet,1.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Delaney,John K. Delaney,1.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Bullock,Steve Bullock,0.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Sestak,Joe Sestak,0.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Williamson,Marianne Williamson,0.0
112449,62515,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,630,lv,lv-d,Online,U.S. President,10/27/19,10/29/19,"",false,,false,false,10/30/19 09:08,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zgaz948hzw/econTabReport.pdf,primary,DEM,Messam,Wayne Messam,0.0
112406,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,367,lv,lv-r,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:14,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,REP,Trump,Donald Trump,88.2
112406,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,367,lv,lv-r,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:14,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,REP,Weld,William F. Weld,3.9
112406,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,367,lv,lv-r,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:14,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,REP,Walsh,Joe Walsh,3.4
112406,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,367,lv,lv-r,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:14,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,REP,Sanford,Mark Sanford,4.6
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,O'Rourke,Beto O'Rourke,1.7
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Biden,Joseph R. Biden Jr.,27.9
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Sanders,Bernard Sanders,20.9
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Warren,Elizabeth Warren,21.3
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Buttigieg,Pete Buttigieg,11.9
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Harris,Kamala D. Harris,3.8
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Yang,Andrew Yang,5.1
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Klobuchar,Amy Klobuchar,1.8
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Gabbard,Tulsi Gabbard,2.3
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Steyer,Tom Steyer,0.1
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Bullock,Steve Bullock,0.2
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Sestak,Joe Sestak,0.9
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Bennet,Michael F. Bennet,0.4
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Booker,Cory A. Booker,0.0
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Castro,Julián Castro,0.0
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Delaney,John K. Delaney,0.0
112408,62508,2020,Arizona,1102,Emerson College,"","",Emerson College,88,Emerson College,B+,339,lv,lv-d,IVR/Online,U.S. President,10/25/19,10/28/19,"",false,,false,false,10/29/19 12:15,,http://emersonpolling.com/2019/10/29/arizona-poll-toss-ups-in-presidential-and-senate-races-biden-holds-small-lead-in-democratic-primary-with-warren-and-sanders-tied-for-second/,primary,DEM,Williamson,Marianne Williamson,0.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Biden,Joseph R. Biden Jr.,32.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Sanders,Bernard Sanders,20.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Warren,Elizabeth Warren,20.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Buttigieg,Pete Buttigieg,7.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Harris,Kamala D. Harris,6.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Yang,Andrew Yang,3.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Booker,Cory A. Booker,2.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Gabbard,Tulsi Gabbard,2.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Klobuchar,Amy Klobuchar,2.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,O'Rourke,Beto O'Rourke,2.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Bennet,Michael F. Bennet,1.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Castro,Julián Castro,1.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Delaney,John K. Delaney,1.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Steyer,Tom Steyer,1.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Williamson,Marianne Williamson,1.0
112378,62503,2020,,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,15431,lv,lv-d,Online,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/28/19 18:01,,https://morningconsult.com/2020-democratic-primary-2/,primary,DEM,Bullock,Steve Bullock,0.0
112407,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,461,lv,lv-r,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:14,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,REP,Trump,Donald Trump,86.0
112407,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,461,lv,lv-r,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:14,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,REP,Weld,William F. Weld,5.0
112407,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,461,lv,lv-r,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:14,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,REP,Sanford,Mark Sanford,1.0
112407,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,461,lv,lv-r,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:14,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,REP,Walsh,Joe Walsh,1.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Sanders,Bernard Sanders,21.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Warren,Elizabeth Warren,18.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Biden,Joseph R. Biden Jr.,15.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Buttigieg,Pete Buttigieg,10.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Yang,Andrew Yang,5.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Klobuchar,Amy Klobuchar,5.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Gabbard,Tulsi Gabbard,5.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Steyer,Tom Steyer,3.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Harris,Kamala D. Harris,3.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Booker,Cory A. Booker,2.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,O'Rourke,Beto O'Rourke,2.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Sestak,Joe Sestak,1.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Bennet,Michael F. Bennet,0.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Delaney,John K. Delaney,0.0
112409,62509,2020,New Hampshire,1470,University of New Hampshire,143,CNN,University of New Hampshire,357,University of New Hampshire,B,574,lv,lv-d,Live Phone,U.S. President,10/21/19,10/27/19,"",false,,false,false,10/29/19 12:15,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1567&context=survey_center_polls,primary,DEM,Castro,Julián Castro,0.0
